project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 15),risk_index components,comment_on_priority
libxml2,,2.8.0+dfsg1-7+wheezy2,GNOME XML library,http://xmlsoft.org/,21,https://security-tracker.debian.org/tracker/source-package/libxml2,https://www.openhub.net/projects/libxml2,libxml2,"Libxml2 is the XML C parser and toolkit developed for the Gnome project (but usable outside of the Gnome platform).  Includes the xmllint tool for checking documents for well-formedness, validating documents against a DTD or XML Schema, and pretty printing XML input.",http://www.xmlsoft.org/,http://www.xmlsoft.org/downloads.html,15,221,501663,C,MIT License,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",174051,,,0,1,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 2, Language: 2, Exposure: 1 , Data only: 0","Processes attacker-provided data. HAS Home Page, Has bug tracker https://bugzilla.gnome.org/buglist.cgi?product=libxml2 which is very active. ++"
